"","participant_id","visualization_size","mean_correct","mean_time_taken"
"1","5aca646c436f550001000b9c"," s1",1,1361.28787878803
"2","5aca646c436f550001000b9c"," s2",1,1481.72727272679
"3","5aca646c436f550001000b9c"," s3",1,1981.84848484879
"4","5b926214b06bdf000144a9b4"," s1",1,1012.27575757606
"5","5b926214b06bdf000144a9b4"," s2",0.96969696969697,1207.68484848521
"6","5b926214b06bdf000144a9b4"," s3",0.96969696969697,1125.38181818236
"7","5cad90fbf7db340018cadf4d"," s1",0.939393939393939,916.051515151879
"8","5cad90fbf7db340018cadf4d"," s2",0.939393939393939,17322.8303030307
"9","5cad90fbf7db340018cadf4d"," s3",0.939393939393939,11207.9181818188
"10","5cd18185c497de00161a0e0d"," s1",1,1538.54742424327
"11","5cd18185c497de00161a0e0d"," s2",1,1652.2995454543
"12","5cd18185c497de00161a0e0d"," s3",1,2824.16212121412
"13","5d24b93d71f10500194f1fba"," s1",1,1041.01212121324
"14","5d24b93d71f10500194f1fba"," s2",0.96969696969697,1170.26666666882
"15","5d24b93d71f10500194f1fba"," s3",0.96969696969697,1091.93939393867
"16","5d8a5eaf689e58001a8ad452"," s1",1,959.642424240788
"17","5d8a5eaf689e58001a8ad452"," s2",0.96969696969697,1412.61818181836
"18","5d8a5eaf689e58001a8ad452"," s3",1,1101.99090909191
"19","5e85281b0608ce0f59590fd0"," s1",1,1231.36363636394
"20","5e85281b0608ce0f59590fd0"," s2",1,1072.96363636376
"21","5e85281b0608ce0f59590fd0"," s3",0.939393939393939,931.948484848727
"22","5ef0b80c783eb301cab78d7f"," s1",0.96969696969697,1475.67878787906
"23","5ef0b80c783eb301cab78d7f"," s2",1,1349.79090909115
"24","5ef0b80c783eb301cab78d7f"," s3",1,1185.01818181827
"25","5ef51b6e85fd34168e8957fb"," s1",1,779.909090909091
"26","5ef51b6e85fd34168e8957fb"," s2",0.96969696969697,1050.48484848485
"27","5ef51b6e85fd34168e8957fb"," s3",1,771.212121212121
"28","5f296bdd68d6c205b3ad89c4"," s1",1,842.057575759515
"29","5f296bdd68d6c205b3ad89c4"," s2",1,1090.29393939342
"30","5f296bdd68d6c205b3ad89c4"," s3",1,816.436363636303
"31","5f4bec61a023e17daf234f7b"," s1",1,952.484848484848
"32","5f4bec61a023e17daf234f7b"," s2",0.96969696969697,938.060606060606
"33","5f4bec61a023e17daf234f7b"," s3",1,1180.93939393939
"34","5f4f90e8fd3fc1050de20053"," s1",0.96969696969697,2234.87878787879
"35","5f4f90e8fd3fc1050de20053"," s2",0.939393939393939,2462.12121212121
"36","5f4f90e8fd3fc1050de20053"," s3",1,1886.42424242424
"37","5f623039ea3ae10fb5bde11d"," s1",1,1628.26666666758
"38","5f623039ea3ae10fb5bde11d"," s2",0.909090909090909,1557.16060606061
"39","5f623039ea3ae10fb5bde11d"," s3",1,1918.17272727182
"40","5f7694edc99f3112b494e122"," s1",1,945.575757575758
"41","5f7694edc99f3112b494e122"," s2",1,1240.45454545455
"42","5f7694edc99f3112b494e122"," s3",1,884.878787878788
"43","5f89b2165e742d0a108fa294"," s1",1,1358.56363636582
"44","5f89b2165e742d0a108fa294"," s2",1,1926.6606060597
"45","5f89b2165e742d0a108fa294"," s3",1,1104.47878787745
"46","5f9846d0a8501b0e568ef01b"," s1",1,1064.90909090909
"47","5f9846d0a8501b0e568ef01b"," s2",0.96969696969697,1319.36363636364
"48","5f9846d0a8501b0e568ef01b"," s3",1,1060.93939393939
"49","5f997986843667054b8851a4"," s1",0.909090909090909,910.363636363636
"50","5f997986843667054b8851a4"," s2",0.909090909090909,931.515151515152
"51","5f997986843667054b8851a4"," s3",0.96969696969697,970.848484848485
"52","5fa1d18111c21e352ba369c3"," s1",1,1548.54848484848
"53","5fa1d18111c21e352ba369c3"," s2",1,1886.12424242424
"54","5fa1d18111c21e352ba369c3"," s3",1,1462.01818181818
"55","5fc0e262621804016cbaddf1"," s1",0.909090909090909,1413.30909090861
"56","5fc0e262621804016cbaddf1"," s2",1,1445.59090909073
"57","5fc0e262621804016cbaddf1"," s3",1,1085.03030303024
"58","5fc1828b10d93323a5c7be7b"," s1",1,1000
"59","5fc1828b10d93323a5c7be7b"," s2",0.909090909090909,1136.39393939394
"60","5fc1828b10d93323a5c7be7b"," s3",0.96969696969697,1018.9696969697
"61","5fc4e06f0237ca000993e4b7"," s1",1,2428.58181818364
"62","5fc4e06f0237ca000993e4b7"," s2",1,2282.7696969703
"63","5fc4e06f0237ca000993e4b7"," s3",1,1692.14848485091
"64","5fd87f085fbdad1df7addcee"," s1",1,1241.59696969661
"65","5fd87f085fbdad1df7addcee"," s2",1,1302.69090909073
"66","5fd87f085fbdad1df7addcee"," s3",1,1049.70606060542
"67","5fe3f76d520dd11597760c63"," s1",1,1397.76363636342
"68","5fe3f76d520dd11597760c63"," s2",1,2017.97272727242
"69","5fe3f76d520dd11597760c63"," s3",1,1852.76060606079
"70","5ff8ceb2b5a05a1692880041"," s1",0.96969696969697,821.287878788182
"71","5ff8ceb2b5a05a1692880041"," s2",1,879.521212121242
"72","5ff8ceb2b5a05a1692880041"," s3",0.909090909090909,784.078787879242
"73","6004b360e01afe6599cde022"," s1",1,1472.48484848485
"74","6004b360e01afe6599cde022"," s2",1,2658.21212121212
"75","6004b360e01afe6599cde022"," s3",1,3920.9696969697
"76","6026fb0d9366fc48f44c9933"," s1",1,4127.79090909091
"77","6026fb0d9366fc48f44c9933"," s2",1,3736.6818181803
"78","6026fb0d9366fc48f44c9933"," s3",1,4448.53333333333
"79","602c40fc6ef6bd509c29a25f"," s1",1,1938.33333333333
"80","602c40fc6ef6bd509c29a25f"," s2",1,1750
"81","602c40fc6ef6bd509c29a25f"," s3",1,1410.87878787879
"82","602c4ab133061950ba82778d"," s1",1,2019.9696969697
"83","602c4ab133061950ba82778d"," s2",1,1987.0303030303
"84","602c4ab133061950ba82778d"," s3",1,1795.84848484848
"85","602f6b13330619c21f83d56d"," s1",1,1590.93939393939
"86","602f6b13330619c21f83d56d"," s2",0.96969696969697,2422.21212121212
"87","602f6b13330619c21f83d56d"," s3",1,1566.51515151515
"88","6035574c8dea7c037ff6dbfa"," s1",1,1856.24242424242
"89","6035574c8dea7c037ff6dbfa"," s2",1,1635.36363636364
"90","6035574c8dea7c037ff6dbfa"," s3",1,1452.39393939394
"91","60366cfe9748fc2b0ccbc9d0"," s1",0.96969696969697,2360.824242425
"92","60366cfe9748fc2b0ccbc9d0"," s2",1,2082.96363636358
"93","60366cfe9748fc2b0ccbc9d0"," s3",1,1568.62727272924
"94","6036ba8972a32e18d1ca716d"," s1",0.939393939393939,1931.21212121212
"95","6036ba8972a32e18d1ca716d"," s2",1,2050.51515151515
"96","6036ba8972a32e18d1ca716d"," s3",1,1402.51515151515
"97","603914a2ed55293204edf74e"," s1",1,1282.54848484879
"98","603914a2ed55293204edf74e"," s2",0.96969696969697,1313.76969697006
"99","603914a2ed55293204edf74e"," s3",0.96969696969697,1602.11212121182
"100","60455b5049cb5f6961abf663"," s1",0.96969696969697,864.472727271848
"101","60455b5049cb5f6961abf663"," s2",1,1144.39696969745
"102","60455b5049cb5f6961abf663"," s3",1,882.745454546727
"103","605415efff124848ed5fd8e3"," s1",1,2101.00909090861
"104","605415efff124848ed5fd8e3"," s2",1,1666.19393939321
"105","605415efff124848ed5fd8e3"," s3",1,1180.20000000073
